gamma
0.00E+00	1.14E+15
1.00E-01	9.84E+13
2.00E-01	3.23E+13
3.00E-01	2.09E+13
4.00E-01	1.09E+13
5.00E-01	6.17E+12
6.00E-01	9.56E+14
7.00E-01	5.90E+12
8.00E-01	3.60E+12
9.00E-01	2.56E+12
1.00E+00	2.93E+12
1.10E+00	9.76E+11
1.20E+00	4.58E+12
1.30E+00	5.80E+11
1.40E+00	2.31E+11
1.50E+00	3.06E+11
1.60E+00	5.11E+10
1.70E+00	2.78E+10
1.80E+00	1.40E+10
1.90E+00	6.20E+09
2.00E+00	1.41E+09
2.10E+00	1.43E+09
2.20E+00	1.41E+09
2.30E+00	1.41E+09
2.40E+00	6.82E+06
2.50E+00	6.83E+06
2.60E+00	3.36E+08
2.70E+00	5.93E+06
2.80E+00	2.45E+06
2.90E+00	2.45E+06
3.00E+00	2.45E+06
3.10E+00	2.46E+06
3.20E+00	1.93E+06
3.30E+00	1.42E+06
3.40E+00	1.42E+06
3.50E+00	1.42E+06
3.60E+00	1.42E+06
3.70E+00	1.13E+06
3.80E+00	8.21E+05
3.90E+00	8.26E+05
4.00E+00	8.21E+05
4.10E+00	8.21E+05
4.20E+00	6.49E+05
4.30E+00	4.76E+05
4.40E+00	4.76E+05
4.50E+00	4.76E+05
4.60E+00	4.76E+05
4.70E+00	3.76E+05
4.80E+00	2.76E+05
4.90E+00	2.76E+05
5.00E+00	2.76E+05
5.10E+00	2.76E+05
5.20E+00	2.18E+05
5.30E+00	1.60E+05
5.40E+00	1.60E+05
5.50E+00	1.60E+05
5.60E+00	1.60E+05
5.70E+00	1.26E+05
5.80E+00	9.27E+04
5.90E+00	9.27E+04
6.00E+00	9.27E+04
6.10E+00	9.27E+04
6.20E+00	7.33E+04
6.30E+00	5.38E+04
6.40E+00	5.38E+04
6.50E+00	5.38E+04
6.60E+00	5.38E+04
6.70E+00	4.25E+04
6.80E+00	3.12E+04
6.90E+00	3.12E+04
7.00E+00	3.12E+04
7.10E+00	3.12E+04
7.20E+00	2.46E+04
7.30E+00	1.81E+04
7.40E+00	1.81E+04
7.50E+00	1.81E+04
7.60E+00	1.81E+04
7.70E+00	1.43E+04
7.80E+00	1.05E+04
7.90E+00	1.05E+04
8.00E+00	1.05E+04
8.10E+00	1.05E+04
8.20E+00	8.27E+03
8.30E+00	6.07E+03
8.40E+00	6.07E+03
8.50E+00	6.07E+03
8.60E+00	6.07E+03
8.70E+00	4.80E+03
8.80E+00	3.52E+03
8.90E+00	3.52E+03
9.00E+00	3.52E+03
9.10E+00	3.52E+03
9.20E+00	2.78E+03
9.30E+00	2.04E+03
9.40E+00	2.04E+03
9.50E+00	2.04E+03
9.60E+00	2.04E+03
9.70E+00	1.61E+03
9.80E+00	1.18E+03
9.90E+00	1.18E+03
1.00E+01	1.18E+03
1.01E+01	1.18E+03
1.02E+01	9.35E+02
1.03E+01	6.86E+02
1.04E+01	6.86E+02
1.05E+01	6.86E+02
1.06E+01	6.86E+02
1.07E+01	3.43E+02
1.08E+01	0
